
int	   end	   flow		cost
3461	3460	625.849819	0.129590;	
3461	6627	201.918353	2.654070;	
3462	3452	1416.346070	0.587601;	
3462	3459	536.849554	0.360902;	
3462	8615	2504.420682	0.393897;	
3463	3464	413.487184	1.552866;	
3463	3480	165.761549	2.182214;	
3463	11457	370.258288	0.233965;	
3464	3463	297.621911	1.541259;	
3464	7195	617.545396	1.763091;	
3464	11458	288.750419	2.568433;	
3464	11461	187.916102	2.523347;	
3465	3452	313.528858	0.360105;	
3465	3462	421.694661	0.360343;	
3465	3997	5056.966902	0.835066;	
3466	3448	179.787726	1.595588;	
3466	3467	65.075639	1.914004;	
3466	11461	286.268758	0.354467;	
3467	1877	352.638852	1.462900;	
3467	3466	78.349593	1.914008;	
3467	3468	80.427308	0.770061;	
3468	3449	534.413983	1.199158;	
3468	3467	301.682992	0.782122;	
3468	3469	307.017049	1.886528;	
3469	3468	468.106455	1.893258;	
3469	9319	863.997773	1.682666;	
3469	11462	316.564874	1.872418;	
3470	3455	438.801256	1.455929;	
3470	9318	452.540414	1.323287;	
3470	9319	423.679254	0.963400;	
3470	11434	539.470730	0.557348;	
3471	3518	260.396476	0.905366;	
3471	7200	347.139516	1.107459;	
3471	9318	491.505209	0.566674;	
3472	3475	0.000000	0.562500;	
3472	11792	1167.987251	0.369477;	
3472	12558	1917.019726	0.908981;	
3473	3474	738.720086	0.837541;	
3473	3478	432.166228	0.791827;	
3473	9154	557.892019	1.711152;	
3474	3473	990.058248	0.743229;	
3474	3477	713.464273	1.355763;	
3474	11433	25.255813	2.117000;	
3475	3472	0.000000	0.562500;	
3475	11792	1988.767664	0.077058;	
3475	12557	2593.542415	0.096494;	
3476	3477	335.025672	1.456451;	
3476	3565	188.403223	2.248500;	
3476	11433	549.752787	0.554523;	
3477	3474	792.888103	1.306993;	
3477	3476	289.758316	1.451127;	
3477	3565	820.982302	3.535359;	
3477	11436	386.130546	1.477386;	
3478	3473	0.000000	0.700000;	
3478	3522	284.462549	0.859554;	
3478	9154	305.698542	0.903738;	
3478	11436	82.977270	1.464508;	
3479	3483	6.831841	0.562500;	
3479	4599	1654.314861	0.215015;	
3479	11792	2629.321850	0.255058;	
3480	3295	250.457488	1.885959;	
3480	3463	72.636377	2.175026;	
3480	7195	29.524547	1.190002;	
3480	11460	242.697962	0.578407;	
3481	3246	1248.233124	1.559754;	
3481	3397	60.745250	0.135000;	
3482	3485	1195.134753	0.699447;	
3482	3486	241.078252	0.225023;	
3482	12716	385.546695	2.026387;	
3483	3479	500.900157	0.563568;	
3483	11199	2112.169810	1.730713;	
3483	11792	2656.471994	0.522705;	
3484	2977	371.139880	1.208919;	
3484	11460	234.277113	1.086195;	
3484	11463	176.364233	1.552030;	
3485	2582	1085.417181	0.313718;	
3485	3481	1308.978375	0.171447;	
3485	3482	327.832041	0.687599;	
3486	2235	2965.659518	0.273473;	
3487	1877	324.794336	2.356538;	
3487	2977	415.659784	1.557485;	
3487	3501	401.528079	1.170648;	
3487	11461	233.283977	1.552007;	
3488	3504	676.147775	0.566046;	
3488	3506	2101.062180	1.127196;	
3488	11055	4116.207504	0.640577;	
3489	1860	190.297761	0.878936;	
3489	3490	442.530597	1.263888;	
3489	11463	69.980904	1.137509;	
3490	3489	217.915501	1.247993;	
3490	3491	11.822139	1.312500;	
3490	3493	430.708457	1.482298;	
3491	3321	13.452139	3.045000;	
3491	3490	12.670683	1.312500;	
3491	6483	0.580000	1.450000;	
3492	3328	5.074520	4.147000;	
3492	3493	211.395054	0.875639;	
3492	3495	430.708457	0.886013;	
3493	3490	205.244818	1.465418;	
3493	3492	435.782977	0.886542;	
3493	3494	6.150236	0.875000;	
3494	3493	5.074520	0.875000;	
3494	3495	0.000000	0.910000;	
3494	3496	6.150236	2.233000;	
3495	3492	205.244818	0.875568;	
3495	3494	0.000000	0.910000;	
3495	3552	430.708457	2.935243;	
3496	3494	5.074520	2.233000;	
3496	3497	0.000000	0.612500;	
3496	3498	6.863024	0.630000;	
3497	1901	786.041036	1.562382;	
3497	3496	0.712788	0.612500;	
3497	3498	559.387751	1.212168;	
3498	3496	5.074520	0.630000;	
3498	3497	786.041036	0.905603;	
3498	3499	539.014266	3.026746;	
3498	3548	35.730881	1.435501;	
3499	1860	413.304917	1.135265;	
3499	3498	792.760918	3.154737;	
3499	3536	125.709349	1.522553;	
3500	1860	846.895676	1.113404;	
3500	2977	452.670942	1.089214;	
3500	3501	127.690485	1.812670;	
3501	3487	260.749008	1.161894;	
3501	3500	204.588065	1.818327;	
3501	3502	292.742319	1.770433;	
3501	3537	550.182828	1.611119;	
3502	1869	308.608690	0.456233;	
3502	1877	451.995183	1.217733;	
3502	3501	467.560255	1.798855;	
3503	1880	65.124661	0.247505;	
3503	3505	317.954443	2.303896;	
3503	11464	231.433223	0.203098;	
3504	3488	1110.901101	0.588340;	
3504	3514	494.513315	0.648669;	
3504	11061	1687.067091	0.909931;	
3505	1423	361.840000	0.125000;	
3505	3503	296.557884	2.301733;	
3505	3516	92.417498	1.147526;	
3505	11437	539.021166	1.615840;	
3506	3488	3005.306403	1.819182;	
3506	3514	920.261371	0.574668;	
3506	9767	2361.864241	0.728446;	
3507	3508	83.164427	0.855016;	
3507	3512	435.677228	0.644855;	
3507	11437	498.156861	0.674891;	
3508	3507	85.232127	0.855017;	
3508	3509	246.972017	0.653252;	
3508	3512	231.697493	0.698123;	
3509	3508	316.929621	0.654539;	
3509	3510	556.165484	0.393836;	
3509	3517	342.725244	2.022109;	
3509	7201	0.000000	0.585000;	
3510	3509	650.792954	0.403752;	
3510	3515	134.432718	0.562557;	
3510	3518	527.937584	0.909382;	
3511	3512	0.000000	0.585000;	
3511	3513	768.324362	0.490662;	
3511	11437	1156.214186	0.730714;	
3512	3507	412.924734	0.643146;	
3512	3508	163.807589	0.697656;	
3512	3511	140.534505	0.588090;	
3512	11434	667.374721	0.604823;	
3513	3511	1015.679680	0.492021;	
3513	9319	960.826140	0.494298;	
3513	11434	142.738852	0.787624;	
3514	3504	1088.710199	0.659862;	
3514	3506	260.802061	0.562578;	
3514	11060	1010.157999	1.172228;	
3515	3510	269.523501	0.563419;	
3515	7201	8.861910	0.382500;	
3515	9318	134.432718	0.517643;	
3516	3505	328.450147	1.151636;	
3516	3517	855.501582	1.654438;	
3516	3543	943.154815	3.268523;	
3517	1424	884.880000	0.125000;	
3517	1889	1560.033208	1.037172;	
3517	3509	309.193468	1.827659;	
3517	3516	1089.060952	0.452252;	
3517	11437	1076.140880	0.858791;	
3518	3471	111.274424	0.892527;	
3518	3510	487.474271	0.572338;	
3518	3529	503.098558	1.496262;	
3518	7199	285.264846	1.153932;	
3519	3520	310.725364	0.900575;	
3519	7199	294.464814	0.876476;	
3519	11435	380.490697	0.727416;	
3519	11438	639.607424	1.654529;	
3520	3519	412.983496	0.954806;	
3520	3521	73.662060	0.437519;	
3520	7253	925.170850	1.412735;	
3520	9154	781.845140	0.878093;	
3521	3520	387.857727	0.468543;	
3521	3522	53.484690	0.437501;	
3521	3528	20.928245	1.914000;	
3522	3478	24.903873	0.857501;	
3522	3521	388.334820	0.456409;	
3522	3523	28.580816	1.785000;	
3523	3522	103.872271	1.785076;	
3523	3525	497.810719	2.883956;	
3523	11436	373.383294	0.907321;	
3524	4091	109.044520	0.687523;	
3524	7550	146.008072	0.636249;	
3524	11113	1329.918959	1.364805;	
3524	11119	448.353641	0.983208;	
3525	3523	477.255565	1.872055;	
3525	3526	755.906107	1.747071;	
3525	3566	20.228805	2.610000;	
3525	11411	385.712731	3.346981;	
3526	3525	588.738179	1.696780;	
3526	3527	344.478080	1.064028;	
3526	9692	64.269672	1.807011;	
3526	11439	815.175062	1.335329;	
3527	3526	411.325016	1.114664;	
3527	3528	864.986001	2.440376;	
3527	3535	572.371511	1.627142;	
3527	11439	1189.594692	2.427525;	
3528	3521	0.273781	1.914000;	
3528	3527	976.238330	2.446947;	
3528	3535	7.181039	0.822500;	
3528	7254	954.558364	0.374507;	
3529	1889	471.549434	1.139339;	
3529	3518	304.313226	1.493539;	
3529	3532	469.791404	1.008636;	
3529	11438	995.274403	1.801346;	
3530	4502	586.363731	0.730038;	
3530	11090	826.028057	0.928486;	
3530	12485	858.957648	2.484786;	
3531	1429	1049.280000	0.125000;	
3531	1889	655.267132	1.739804;	
3531	1893	751.040998	0.960984;	
3531	3532	792.165846	0.607828;	
3532	1893	720.400805	0.422709;	
3532	3529	394.895586	0.941716;	
3532	3531	668.992480	0.262949;	
3532	3533	929.182583	1.621856;	
3533	3532	914.487702	1.611240;	
3533	3534	644.282909	0.930144;	
3533	10032	169.068194	0.792233;	
3533	11438	523.838152	1.122781;	
3534	3533	540.528738	1.155901;	
3534	3535	617.500339	0.549356;	
3534	7255	245.117639	0.566338;	
3534	10033	396.184976	0.907596;	
3535	3527	624.681378	1.687613;	
3535	3528	89.846144	0.822702;	
3535	3534	482.525366	0.445329;	
3536	1860	23.613805	1.609502;	
3536	3499	190.480307	1.526816;	
3536	3537	135.845983	0.437783;	
3537	3501	311.483403	1.600302;	
3537	3536	214.094111	0.439247;	
3537	3538	369.839155	0.362445;	
3538	1861	369.839155	1.087334;	
3538	3537	209.387859	0.351279;	
3538	3539	0.000000	2.392500;	
3539	3538	0.000000	2.392500;	
3539	3540	22.328927	1.277500;	
3539	3548	0.531836	1.464500;	
3540	1866	110.962576	0.875233;	
3540	3539	0.531836	1.277500;	
3540	3544	221.088825	0.858176;	
3541	1866	121.286045	1.219527;	
3541	1868	304.774488	0.337545;	
3541	3545	528.457754	1.433223;	
3542	1892	66.885009	1.102576;	
3542	7286	652.250884	1.017462;	
3542	11440	864.101264	1.682417;	
3543	3516	945.628093	2.442322;	
3543	6475	219.325416	0.980829;	
3543	7286	723.829399	1.056350;	
3544	3540	88.633649	0.857517;	
3544	3545	4.539258	1.312500;	
3544	3549	285.996537	0.920706;	
3545	3541	133.908955	1.421050;	
3545	3544	64.907712	1.312511;	
3545	3546	463.550043	0.868596;	
3546	3545	129.369696	0.787992;	
3546	3550	706.761161	1.519702;	
3546	12245	94.157899	0.962669;	
3547	10031	41.555457	1.450001;	
3547	10032	238.938478	1.347076;	
3547	12248	524.524291	1.421240;	
3548	3498	6.849009	1.435500;	
3548	3539	22.328927	1.464500;	
3548	3549	13.401954	1.450000;	
3549	3544	93.172907	0.910023;	
3549	3548	6.317173	1.450000;	
3549	11466	299.398491	0.905111;	
3550	1903	914.061630	0.935564;	
3550	3546	223.527595	1.479407;	
3550	12351	78.019669	2.160512;	
3551	3562	0.609443	1.800000;	
3551	3617	0.021621	1.987500;	
3551	11089	1392.145490	1.170102;	
3551	11101	1543.370880	1.401256;	
3552	3495	205.244818	2.901817;	
3552	3557	686.107205	0.189184;	
3552	11465	305.423502	1.994118;	
3553	3560	240.742146	2.683420;	
3553	11465	184.966858	0.999199;	
3554	3385	397.200301	2.238676;	
3554	3555	359.870071	0.087984;	
3554	3558	253.808394	2.441635;	
3555	3554	651.008694	0.115137;	
3555	3556	0.300667	0.087500;	
3555	3557	359.569404	0.193677;	
3556	3354	78.735145	2.059028;	
3556	3555	43.335967	0.087500;	
3556	3557	150.153097	0.227542;	
3557	3552	509.722501	0.179321;	
3557	3555	607.672727	0.202100;	
3557	3556	78.434478	0.227503;	
3558	3396	5.429008	1.174500;	
3558	3554	48.349672	2.438025;	
3558	3767	255.731556	1.626453;	
3559	3560	0.000000	3.306000;	
3559	3771	904.589024	2.218729;	
3559	11465	690.289341	3.115658;	
3560	1915	240.742146	1.277514;	
3560	3553	184.966858	2.682676;	
3560	3559	0.000000	3.306000;	
3561	1903	300.506384	3.166999;	
3561	1915	784.259673	0.478113;	
3561	11499	541.785606	2.181413;	
3562	3551	301.676940	1.873886;	
3562	3572	51.687041	1.325076;	
3562	11088	289.502624	1.343256;	
3562	11094	335.186553	1.757515;	
3563	8213	593.780104	1.581277;	
3563	8215	440.722085	0.573179;	
3563	11409	41.757455	1.450001;	
3564	3587	324.930916	5.095691;	
3564	9316	650.743008	0.975974;	
3564	11409	88.786795	2.900016;	
3565	3439	0.670629	2.001000;	
3565	3476	259.994471	2.248633;	
3565	3477	843.992977	3.583980;	
3565	11410	1356.713835	2.393153;	
3566	3525	28.082054	2.610000;	
3566	9323	103.125598	0.766100;	
3566	11412	118.894999	1.511330;	
3567	3132	1403.968130	0.938463;	
3567	11100	1568.932824	0.516767;	
3567	12481	234.271210	1.983682;	
3568	3571	0.000000	0.725000;	
3568	9321	0.000000	1.827000;	
3568	9322	0.000000	1.767500;	
3569	1900	1152.947688	0.099073;	
3569	7917	695.159212	2.367137;	
3569	11413	881.060168	1.758554;	
3570	1900	1229.723170	1.399127;	
3570	11442	763.616456	1.654816;	
3570	12456	113.929731	2.537547;	
3571	3568	0.000000	0.725000;	
3571	9321	0.000000	1.203000;	
3571	11412	0.000000	0.725000;	
3572	3562	196.170598	1.326692;	
3572	3573	22.585138	1.325003;	
3572	4498	454.189159	1.351720;	
3572	12481	352.591828	1.325724;	
3573	3572	112.018590	1.326687;	
3573	7294	831.720179	1.220078;	
3573	11099	662.600726	1.155177;	
3574	7454	431.422308	3.236489;	
3574	8224	692.906312	0.684390;	
3574	11392	667.632554	0.466192;	
3575	8866	68.567488	1.571067;	
3575	9731	450.532066	1.928129;	
3576	4929	625.794543	1.671486;	
3576	7278	575.325028	1.999303;	
3576	7912	0.000000	4.419500;	
3577	8086	1074.021411	1.124562;	
3577	11263	1222.087229	0.120281;	
3578	11263	670.930423	0.176060;	
3578	11267	1171.310407	1.337608;	
3579	7239	2132.122068	0.248041;	
3579	7240	224.375845	1.379206;	
3579	8162	1269.559792	0.378105;	
3580	7249	38.583976	1.325001;	
3580	8065	501.794295	0.279489;	
3580	8066	1388.592853	0.629003;	
3580	9676	537.636564	0.052724;	
3581	7233	99.509669	0.159013;	
3581	8010	1414.492154	1.230145;	
3581	8022	1111.416970	0.075448;	
3582	7840	514.046681	1.543657;	
3582	7843	1335.024517	3.069314;	
3582	9241	779.235454	1.103685;	
3582	9728	1128.227722	0.940089;	
3583	3397	3507.157000	0.834196;	
3583	3485	180.242258	1.013464;	
3584	2892	949.774109	1.358134;	
3584	3585	6.586803	1.192500;	
3584	6390	20.245709	1.192500;	
3585	3584	457.882283	1.616456;	
3585	3591	273.056653	2.547620;	
3585	11171	458.163531	1.151617;	
3585	12472	436.257502	0.884497;	
3586	7848	299.295063	1.038917;	
3586	9225	848.137006	1.689969;	
3586	11340	252.380991	1.911203;	
3587	3564	574.249389	5.204715;	
3587	9313	131.670731	2.890764;	
3587	11430	193.971419	1.792923;	
3588	7774	1237.832955	1.633746;	
3588	7779	365.553553	1.189799;	
3588	7780	980.005289	0.585492;	
3589	7771	784.699815	0.314386;	
3589	7774	1097.875359	0.357093;	
3589	11303	477.765870	0.251494;	
3590	7729	0.670000	0.397500;	
3590	7733	0.000000	0.291500;	
3590	11304	1.280000	0.901000;	
3591	3585	88.695659	2.438048;	
3591	3599	810.192485	0.502501;	
3591	11170	1266.016392	0.857444;	
3591	11176	900.582672	0.867110;	
3592	3387	12.240000	1.583000;	
3592	3593	0.000000	2.375000;	
3592	3619	44.200915	1.125004;	
3593	3388	3.807209	1.583000;	
3593	3592	0.000000	2.375000;	
3593	3594	0.000000	1.583000;	
3593	3620	5.787646	0.875000;	
3594	3391	226.634703	1.306216;	
3594	3593	0.000000	1.583000;	
3594	3595	0.000000	1.615000;	
3594	3622	324.678585	0.878556;	
3595	3594	0.000000	1.615000;	
3595	3596	5.150851	0.875000;	
3595	3624	0.000000	1.583000;	
3596	3392	0.500000	1.583000;	
3596	3595	0.000000	0.875000;	
3596	3597	6.091006	0.770000;	
3597	3596	0.500000	0.770000;	
3597	3598	5.150851	1.694500;	
3597	3625	0.940156	1.678000;	
3598	3367	112.893826	4.438322;	
3598	3597	0.000000	1.694500;	
3598	11609	230.063735	1.559476;	
3599	2900	636.057673	0.417217;	
3599	3591	514.057578	0.501939;	
3599	12468	311.998953	1.141239;	
3600	3618	89.949105	0.367508;	
3600	3644	42.842489	1.899501;	
3600	11609	38.784536	2.373501;	
3601	2504	269.834226	2.048953;	
3601	6371	1053.614286	3.597359;	
3601	11218	1060.055623	1.555201;	
3602	3394	83.293361	1.464629;	
3602	3603	0.000000	2.189500;	
3602	3618	110.537811	0.402520;	
3603	3602	0.000000	2.189500;	
3603	3604	56.466382	0.630003;	
3603	11610	23.741594	1.435500;	
3604	3603	23.741594	0.630000;	
3604	3605	322.260049	0.737368;	
3604	3612	125.087423	0.525194;	
3605	3604	148.829017	0.735108;	
3605	3606	398.704760	0.599491;	
3605	3611	49.565590	2.030004;	
3606	3395	514.824106	0.890507;	
3606	3605	167.818497	0.595141;	
3606	3607	1269.799189	0.289067;	
3607	3606	485.474227	0.275790;	
3607	3608	273.699636	0.406043;	
3607	3609	996.099553	0.472653;	
3608	3607	372.782384	0.406149;	
3608	5133	710.518786	1.790204;	
3609	3411	1356.462690	2.424662;	
3609	3607	112.691843	0.464001;	
3610	3649	653.667588	3.304479;	
3610	4276	0.560000	1.599500;	
3610	11956	547.029653	0.972268;	
3611	3396	253.833683	0.175266;	
3611	3605	107.020820	2.030094;	
3611	3613	352.192407	1.822348;	
3612	3604	265.793667	0.525783;	
3612	3614	125.087423	1.986563;	
3612	3616	0.000000	1.160000;	
3613	3611	204.268093	1.813614;	
3613	3614	352.192407	0.629428;	
3613	3767	0.000000	1.624000;	
3614	3612	265.793667	1.987405;	
3614	3613	204.268093	0.595379;	
3614	3615	108.666139	0.857544;	
3614	3643	320.186860	2.381230;	
3614	3772	297.283707	2.108299;	
3615	3614	243.214151	0.868784;	
3615	3616	35.349893	0.892501;	
3615	3646	73.316246	1.155011;	
3616	3612	0.000000	1.160000;	
3616	3615	65.282668	0.892506;	
3616	11610	35.349893	0.910001;	
3617	3551	361.390600	2.332132;	
3617	11090	60.497059	1.325015;	
3617	11095	77.248361	1.351889;	
3618	3600	81.627025	0.367529;	
3618	3602	83.293361	0.402506;	
3618	11610	43.131481	2.146003;	
3619	3592	12.240000	1.125000;	
3619	3620	0.680000	2.390500;	
3619	3627	45.330915	2.250010;	
3620	3593	3.807209	0.875000;	
3620	3619	1.130000	2.390500;	
3620	3621	4.657646	0.437500;	
3621	3620	3.127209	0.437500;	
3621	3622	0.000000	1.312500;	
3621	3628	4.657646	1.583000;	
3622	3594	226.634703	0.875844;	
3622	3621	0.000000	1.312500;	
3622	3623	324.678585	0.878556;	
3623	3622	226.634703	0.875844;	
3623	3624	5.150851	1.599500;	
3623	3629	324.678585	0.878556;	
3624	3595	5.150851	1.583000;	
3624	3623	0.000000	1.599500;	
3624	3625	0.000000	1.963000;	
3624	3633	0.000000	3.198000;	
3625	3597	0.500000	1.678000;	
3625	3624	0.000000	1.963000;	
3625	3637	0.940156	1.583000;	
3626	3631	0.033476	1.722500;	
3626	3918	256.515308	1.274128;	
3626	11097	153.579623	1.842536;	
3627	3619	12.920000	2.250000;	
3627	3628	34.103753	2.787001;	
3627	3630	64.056497	3.015049;	
3628	3621	3.127209	1.583000;	
3628	3627	18.725582	2.787000;	
3628	3629	38.761399	0.875001;	
3629	3623	231.785554	0.875924;	
3629	3628	21.852791	0.875000;	
3629	3632	310.610649	2.167602;	
3630	3627	47.023753	3.015014;	
3630	7028	245.282110	4.485759;	
3630	11940	392.796864	0.718920;	
3630	12014	104.438399	4.567692;	
3631	3626	0.000000	1.722500;	
3631	3916	0.000000	2.411500;	
3631	3919	2162.888271	1.061369;	
3631	11098	1634.885881	1.196819;	
3632	2983	430.513528	3.092317;	
3632	3629	200.809009	2.161741;	
3632	3633	500.608284	1.496981;	
3632	3655	188.428954	1.583717;	
3633	3624	0.000000	3.198000;	
3633	3632	312.647205	1.469441;	
3633	3634	473.680145	2.349628;	
3633	3636	26.928139	1.915500;	
3634	3633	312.647205	1.993203;	
3634	3635	107.049234	0.332516;	
3634	3637	0.500000	2.295500;	
3634	3647	367.571067	1.830043;	
3635	3634	89.471746	0.332580;	
3635	3636	0.000000	0.770000;	
3635	3659	133.977372	0.857601;	
3636	3633	0.000000	1.915500;	
3636	3635	26.928139	0.770000;	
3636	3658	0.000000	0.542500;	
3637	3625	0.500000	1.583000;	
3637	3634	0.940156	2.295500;	
3637	6520	0.000000	1.267000;	
3638	3648	267.125239	2.229980;	
3638	6520	0.000000	1.450000;	
3638	11609	140.552598	2.176558;	
3638	11611	27.548074	2.494000;	
3639	4048	0.000000	1.563500;	
3639	4091	302.548616	0.807115;	
3639	11112	694.758298	1.644290;	
3639	11118	206.804035	1.431083;	
3640	3651	79.992012	2.723612;	
3640	11611	66.846462	0.455016;	
3640	11612	78.473663	1.583022;	
3641	4003	1452.483203	0.359116;	
3641	7553	274.634524	2.735501;	
3641	11117	1822.371779	0.509099;	
3642	3643	179.864648	1.106188;	
3642	3646	122.873466	0.875066;	
3642	11612	207.973452	1.392920;	
3643	3614	275.535128	2.379771;	
3643	3642	156.298211	1.102232;	
3643	3653	305.788612	1.241709;	
3643	3781	194.262896	1.841739;	
3644	3600	21.105933	1.899500;	
3644	3645	62.899505	1.812512;	
3644	11611	67.156689	0.857531;	
3645	3644	24.314200	1.812501;	
3645	3646	55.058016	1.450006;	
3645	11610	50.917259	1.116503;	
3645	11612	53.073030	0.875003;	
3646	3615	177.931482	1.155382;	
3646	3642	51.675241	0.875002;	
3646	3645	21.641004	1.450000;	
3647	3634	223.675459	1.827591;	
3647	3648	367.571067	0.925080;	
3647	3661	0.000000	1.885000;	
3648	3008	338.381104	1.819353;	
3648	3638	154.100298	2.193983;	
3648	3647	223.675459	0.878312;	
3648	3673	248.749071	2.192460;	
3649	3610	547.589653	3.274293;	
3649	3650	689.386404	0.751253;	
3649	11947	210.095060	1.584000;	
3650	3649	542.371538	0.633273;	
3650	4278	143.846200	2.818391;	
3650	11840	545.540203	2.572575;	
3651	3008	205.299290	1.059042;	
3651	3640	56.281832	2.722528;	
3651	3652	659.565953	2.242059;	
3651	3675	336.321800	1.456551;	
3652	3651	461.629078	2.216934;	
3652	3653	659.563319	1.544424;	
3652	3662	0.002634	1.450000;	
3653	3643	287.275965	1.233263;	
3653	3652	461.626522	1.470568;	
3653	3663	131.936422	1.435544;	
3653	3782	543.972593	1.715697;	
3654	3655	109.057862	3.119659;	
3654	3664	583.962119	1.641232;	
3654	6516	0.000000	0.717500;	
3654	11940	372.051398	1.908407;	
3655	3632	109.117603	1.583081;	
3655	3654	188.289574	3.133987;	
3655	3656	0.139380	0.892500;	
3656	3655	0.059742	0.892500;	
3656	3657	0.000000	1.312500;	
3656	3667	0.139380	1.583000;	
3657	3656	0.000000	1.312500;	
3657	3658	0.000000	0.997500;	
3657	3669	0.000000	1.583000;	
3658	3636	0.000000	0.542500;	
3658	3657	0.000000	0.997500;	
3659	3635	89.471746	0.857520;	
3659	3660	133.977372	0.350041;	
3660	3659	89.471746	0.350008;	
3660	3671	0.000000	1.440500;	
3660	6521	133.977372	0.577568;	
3661	3647	0.000000	1.885000;	
3661	3672	133.977372	0.332549;	
3661	6521	89.471746	1.207528;	
3662	3652	0.002556	1.450000;	
3662	3663	8.574146	1.450000;	
3662	3677	10.900551	1.029500;	
3663	3653	171.685239	1.435897;	
3663	3662	10.903107	1.450000;	
3663	11593	121.038505	1.914060;	
